Locus_tag	ORF_start	ORF_stop	Gene_start	Gene_end	Peptide_count	Name_protein
YPO1400	1582923	1583684	1582932	1583684	7	3-deoxy-manno-octulosonate cytidylyltransferase
YPO1402	1585698	1586498	1585713	1586498	3	putative metallothionein SmtA
YPO1403	1586474	1587817	1586495	1587817	6	condesin subunit F
YPO1404	1587765	1588526	1587825	1588526	3	condesin subunit E
YPO1405	1588517	1592980	1588523	1592980	34	cell division protein MukB
YPO1407	1593920	1595794	1593938	1595794	14	hypothetical protein YPO1407
YPO1409	1596606	1597274	1596627	1597274	2	metallo-beta-lactamase superfamily protein
YPO1410	1597698	1598906	1597698	1598888	37	aromatic amino acid aminotransferase
YPO1411	1599145	1600281	1599145	1600227	14	Outer membrane porin protein F
YPO1412	1600525	1601937	1600525	1601925	26	asparaginyl-tRNA synthetase
YPO1413	1602424	1603677	1602424	1603629	4	nicotinate phosphoribosyltransferase
YPO1414	1604228	1606960	1604345	1606960	50	aminopeptidase N
YPO1415	1607548	1608588	1607578	1608588	24	dihydroorotate dehydrogenase 2
YPO1417	1609348	1610481	1609348	1610460	6	putative iron-sulfur binding protein
YPO1418	1610554	1612680	1610560	1612680	16	23S rRNA m(2)G2445 methyltransferase
YPO1419	1612629	1614599	1612686	1614599	11	ABC transporter ATPase component
YPO1421	1615959	1617653	1616028	1617653	13	paraquat-inducible protein B
YPO1422	1617638	1618228	1617650	1618228	1	putative lipoprotein protein
YPO1430	1623371	1624009	1623371	1623889	9	3-hydroxydecanoyl-(acyl carrier protein) dehydratase
YPO1431	1623958	1625745	1623958	1625730	11	putative Lon protease
YPO1433	1625854	1626375	1625920	1626375	4	hypothetical protein YPO1433
YPO1435	1627192	1628289	1627192	1628253	80	outer membrane protein A
YPO1436	1628611	1629186	1628611	1629117	1	SOS cell division inhibitor
YPO1438	1630083	1632272	1630083	1632221	3	hypothetical protein YPO1438
YPO1439	1632251	1632751	1632251	1632697	2	hypothetical protein YPO1439
YPO1440	1632870	1634876	1632891	1634876	4	DNA helicase IV
YPO1441	1634937	1635401	1634937	1635401	5	methylglyoxal synthase
YPO1442	1635580	1636263	1635580	1636260	1	hypothetical protein YPO1442
YPO1443	1636573	1636992	1636576	1636992	3	hypothetical protein YPO1443
YPO1444	1637101	1637478	1637101	1637442	1	hypothetical protein YPO1444
YPO1445	1637479	1638735	1637479	1638669	11	hypothetical protein YPO1445
YPO1446	1638715	1639041	1638763	1639041	1	putative acylphosphatase
YPO1447	1639093	1639428	1639093	1639419	2	putative sulfite reductase subunit protein
YPO1451	1643068	1645500	1643068	1645485	1	putative oxidoreductase
YPO1453	1647002	1647334	1647014	1647334	1	hypothetical protein YPO1453
YPO1462	1654192	1654458	1654210	1654458	1	putative acyl carrier protein
YPO1491	1691260	1693041	1691446	1693041	14	ABC transporter ATP-binding protein
YPO1495	1696082	1697386	1696082	1697356	10	molybdopterin biosynthesis protein MoeA
YPO1502	1704921	1706078	1704921	1706054	8	probable alcohol dehydrogenase
YPO1505	1708605	1709336	1708674	1709336	8	GTP cyclohydrolase I
YPO1507	1711167	1712312	1711305	1712312	20	galactose-binding protein
YPO1508	1712530	1714062	1712542	1714062	1	galactose/methyl galaxtoside transporter ATP-binding protein
YPO1510	1715538	1716320	1715538	1716275	2	hypothetical protein YPO1510
YPO1511	1716556	1718259	1716556	1718253	25	malate dehydrogenase
YPO1512	1718609	1719520	1718609	1719493	1	cytidine deaminase
YPO1517	1723945	1725048	1723945	1725036	1	putative sugar ABC transporter
YPO1522	1729180	1731225	1729180	1731207	44	methionyl-tRNA synthetase
YPO1523	1731457	1732584	1731472	1732584	12	putative ATPase
YPO1524	1732754	1733470	1732829	1733470	9	uridine kinase
YPO1525	1733533	1734156	1733575	1734156	8	deoxycytidine triphosphate deaminase
YPO1526	1734274	1736199	1734343	1736199	11	putative assembly protein
YPO1527	1736344	1737960	1736344	1737930	5	hypothetical protein YPO1527
YPO1528	1738369	1739151	1738372	1739151	1	ferric iron reductase involved in ferric hydroximate transport
YPO1539	1753975	1754913	1754023	1754913	5	UTP-glucose-1-phosphate uridylyltransferase
YPO1540	1754991	1755890	1754997	1755890	5	UTP-glucose-1-phosphate uridylyltransferase
YPO1541	1756201	1757685	1756276	1757685	60	6-phosphogluconate dehydrogenase
YPO1542	1757885	1758520	1757885	1758499	1	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase protein
YPO1543	1758493	1759287	1758493	1759269	7	imidazole glycerol phosphate synthase subunit HisF
YPO1544	1759251	1760180	1759251	1759988	10	1-(5-phosphoribosyl)-5-
YPO1545	1759994	1760620	1759994	1760584	7	imidazole glycerol phosphate synthase subunit HisH
YPO1546	1760584	1761660	1760584	1761651	17	imidazole glycerol-phosphate dehydratase/histidinol phosphatase
YPO1547	1761648	1762805	1761648	1762796	8	histidinol-phosphate aminotransferase
YPO1548	1762799	1764133	1762799	1764130	19	histidinol dehydrogenase
YPO1549	1764134	1765048	1764134	1765033	24	ATP phosphoribosyltransferase
YPO1551	1765709	1766566	1765739	1766566	5	hypothetical protein YPO1551
YPO1556	1770107	1771309	1770218	1771309	3	hypothetical protein YPO1556
YPO1557	1771766	1773160	1771769	1773160	3	Amino acid permease
YPO1558	1773897	1775423	1773897	1775327	5	exonuclease I
YPO1560	1777133	1777480	1777163	1777480	14	hypothetical protein YPO1560
YPO1567	1786937	1788301	1787024	1788301	1	putative racemase
YPO1569	1788547	1789743	1788598	1789743	18	L-lactate dehydrogenase
YPO1570	1789948	1791318	1789948	1791315	8	argininosuccinate synthase
YPO1575	1796626	1797225	1796713	1797225	10	hypothetical protein YPO1575
YPO1581	1803563	1805932	1803563	1805689	1	alpha-galactosidase
YPO1586	1809042	1809305	1809042	1809287	6	DNA damage-inducible protein I
YPO1587	1809600	1810715	1809600	1810646	36	dihydroorotase
YPO1588	1810857	1811168	1810881	1811168	7	hypothetical protein YPO1588
YPO1590	1812749	1816468	1812749	1816414	66	ribonuclease E
YPO1591	1816887	1817951	1816989	1817951	1	23S rRNA pseudouridylate synthase C
YPO1593	1818784	1819407	1818784	1819380	2	Maf-like protein
YPO1594	1819510	1820046	1819522	1820046	6	hypothetical protein YPO1594
YPO1595	1820047	1820226	1820059	1820226	11	50S ribosomal protein L32
YPO1596	1820248	1821294	1820260	1821294	2	putative glycerol-3-phosphate acyltransferase PlsX
YPO1597	1821295	1822251	1821301	1822251	8	3-oxoacyl-(acyl carrier protein) synthase III
YPO1598	1822277	1823218	1822289	1823218	10	malonyl CoA-acyl carrier protein transacylase
YPO1599	1823199	1823966	1823232	1823966	19	3-ketoacyl-(acyl-carrier-protein) reductase
YPO1600	1824000	1824356	1824120	1824356	7	acyl carrier protein
YPO1601	1824406	1825692	1824451	1825692	12	3-oxoacyl-(acyl carrier protein) synthase II
YPO1603	1826754	1827572	1826766	1827572	1	4-amino-4-deoxychorismate lyase
YPO1604	1827789	1828886	1827861	1828886	7	hypothetical protein YPO1604
YPO1605	1828867	1829514	1828876	1829514	5	thymidylate kinase
YPO1606	1829460	1830536	1829514	1830536	2	DNA polymerase III subunit delta'
YPO1607	1830485	1831360	1830551	1831360	4	putative metallodependent hydrolase
YPO1608	1831618	1833099	1831666	1833099	14	glucose-specific PTS system IIBC components
YPO1610	1834091	1835008	1834190	1835008	10	shikimate 5-dehydrogenase
YPO1611	1835167	1835535	1835182	1835535	6	purine nucleoside phosphoramidase
YPO1613	1835979	1836575	1836000	1836575	3	putative lipoprotein
YPO1614	1836520	1837422	1836616	1837422	1	hypothetical protein YPO1614
YPO1615	1837481	1838524	1837493	1838524	2	beta-hexosaminidase
YPO1616	1838604	1839194	1838652	1839194	1	hypothetical protein YPO1616
YPO1617	1839560	1840873	1839569	1840873	12	NADH dehydrogenase
YPO1624	1845893	1846534	1845995	1846534	5	hypothetical protein YPO1624
YPO1625	1846773	1850225	1846773	1850219	23	transcription-repair coupling factor
YPO1626	1850480	1851691	1850489	1851691	2	outer membrane-specific lipoprotein transporter subunit LolC
YPO1627	1851615	1852388	1851684	1852388	14	lipoprotein transporter ATP-binding subunit
YPO1628	1852337	1853635	1852385	1853635	6	outer membrane-specific lipoprotein transporter subunit LolE
YPO1630	1854570	1855454	1854618	1855454	4	NAD-dependent deacetylase
YPO1631	1855718	1857019	1855784	1857019	5	peptidase T
YPO1632	1857252	1858460	1857252	1858373	9	hypothetical protein YPO1632
YPO1633	1858457	1859926	1858457	1859911	4	sensor protein PhoQ
YPO1634	1859917	1860609	1859917	1860588	14	DNA-binding transcriptional regulator PhoP
YPO1636	1861610	1862998	1861610	1862980	24	adenylosuccinate lyase
YPO1637	1863041	1863694	1863041	1863667	4	hypothetical protein YPO1637
YPO1638	1863725	1864951	1863725	1864840	10	tRNA-specific 2-thiouridylase MnmA
YPO1639	1865027	1865476	1865027	1865473	3	hypothetical protein YPO1639
YPO1640	1865466	1866113	1865466	1866092	1	putative pseudouridine synthase
YPO1641	1866118	1867476	1866223	1867476	72	isocitrate dehydrogenase
YPO1643	1868941	1869213	1868941	1869201	3	hypothetical protein YPO1643
YPO1645	1871821	1872693	1871821	1872678	8	hypothetical protein YPO1645
YPO1649	1875380	1875610	1875380	1875595	3	hypothetical protein YPO1649
YPO1650	1875886	1876833	1875886	1876788	3	hypothetical protein YPO1650
YPO1653	1878633	1879718	1878633	1879643	13	probable Zinc-binding dehydrogenase
YPO1654	1880050	1883271	1880050	1883232	9	beta-D-galactosidase
YPO1655	1883722	1883985	1883773	1883985	3	cold shock protein
YPO1666	1895601	1897910	1895739	1897910	1	chemotaxis protein CheA
YPO1671	1901630	1902325	1901648	1902325	1	putative DNA-binding protein
YPO1680	1916647	1917072	1916683	1917072	1	chemotaxis regulatory protein CheY
YPO1681	1917073	1917726	1917082	1917726	2	chemotaxis regulator CheZ
YPO1683	1918279	1919055	1918291	1919055	33	probable N-acetylmuramoyl-L-alanine amidase
YPO1686	1922131	1923096	1922143	1923096	8	hypothetical protein YPO1686
YPO1687	1923715	1924968	1923715	1924944	1	alanine racemase
YPO1688	1926116	1926367	1926119	1926367	2	hypothetical protein YPO1688
YPO1689	1926724	1928016	1926760	1928016	2	putative lipoprotein
YPO1693	1931144	1931536	1931147	1931536	4	hypothetical protein YPO1693
YPO1694	1931646	1931894	1931646	1931885	3	hypothetical protein YPO1694
YPO1701	1938853	1941516	1938853	1941504	10	hypothetical protein YPO1701
YPO1703	1942889	1943449	1942952	1943449	1	hypothetical protein YPO1703
YPO1704	1943533	1944258	1943545	1944258	7	putative solute/DNA competence effector
YPO1705	1944230	1946350	1944278	1946350	41	carboxy-terminal protease
YPO1706	1946812	1947705	1946824	1947705	6	heat shock protein HtpX
YPO1714	1957589	1958383	1957592	1958383	18	IclR-family transcriptional regulatory protein
YPO1715	1958765	1959619	1958768	1959619	8	probable N-acetylmuramoyl-L-alanine amidase
YPO1716	1959834	1961243	1959834	1961231	1	putative transport protein
YPO1718	1962457	1963185	1962457	1963167	2	hypothetical protein YPO1718
YPO1719	1963465	1964772	1963465	1964757	22	putative sugar-binding protein
YPO1724	1969761	1970633	1969761	1970522	9	2-deoxy-D-gluconate 3-dehydrogenase
YPO1732	1977238	1978074	1977238	1978050	4	hypothetical protein YPO1732
YPO1733	1978440	1978751	1978440	1978724	5	hypothetical protein YPO1733
YPO1734	1978961	1979830	1978961	1979812	4	hypothetical protein YPO1734
YPO1735	1979915	1981642	1979915	1981633	3	putative ABC transporter (ATP-binding protein)
YPO1740	1984590	1984898	1984623	1984898	1	hypothetical protein YPO1740
YPO1743	1985913	1987424	1986051	1987424	1	aromatic amino acid transport protein
YPO1746	1989447	1989698	1989489	1989698	9	cold shock-like protein CspC
YPO1747	1989789	1990574	1989789	1990544	4	hypothetical protein YPO1747
YPO1748	1990879	1991778	1990939	1991778	2	23S rRNA methyltransferase A
YPO1753	1996833	1999175	1996899	1999175	6	ferrichrome receptor protein
YPO1756	2000995	2001888	2000995	2001882	24	mannose-specific PTS system protein IID
YPO1757	2001889	2002749	2001889	2002686	1	PTS system, mannose-specific IIC component
YPO1758	2002778	2003755	2002778	2003752	35	PTS system, mannose-specific IIAB component
YPO1760	2006019	2006513	2006019	2006486	3	homoprotocatechuate degradative operon repressor
YPO1763	2008248	2009657	2008260	2009657	1	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase
YPO1764	2009758	2010633	2009776	2010633	1	3,4-dihydroxyphenylacetate 2,3-dioxygenase
YPO1765	2010634	2011056	2010658	2011056	1	5-carboxymethyl-2-hydroxymuconate delta-isomerase
YPO1769	2014035	2015693	2014131	2015693	3	4-hydroxyphenylacetate 3-monooxygenase
YPO1771	2016491	2017867	2016491	2017855	9	L-serine dehydratase
YPO1772	2018563	2019204	2018563	2019162	3	hypothetical protein YPO1772
YPO1773	2019159	2020541	2019159	2020535	2	para-aminobenzoate synthase component I
YPO1775	2021083	2022297	2021083	2022264	25	phosphoribosylglycinamide formyltransferase 2
YPO1776	2022460	2023959	2022577	2023959	6	ATP-dependent RNA helicase DbpA
YPO1777	2024014	2024373	2024053	2024373	1	hypothetical protein YPO1777
YPO1779	2024801	2025238	2024813	2025238	1	hypothetical protein YPO1779
YPO1780	2025545	2027599	2025548	2027599	36	oligopeptidase B
YPO1781	2028249	2029271	2028321	2029271	1	proline iminopeptidase
YPO1782	2029331	2029630	2029331	2029561	2	DNA polymerase III subunit theta
YPO1783	2029848	2030471	2029962	2030471	43	ferritin
YPO1784	2030694	2031254	2030868	2031254	5	putative copper resistance protein
YPO1786	2032223	2032579	2032223	2032579	3	hypothetical protein YPO1786
YPO1788	2033102	2033431	2033102	2033428	1	putative acyl carrier protein
YPO1797	2042999	2043355	2042999	2043301	2	anti-sigma28 factor FlgM
YPO1810	2055306	2056352	2055306	2056283	1	putative transcriptional regulatory protein
YPO1813	2059831	2060838	2059843	2060838	1	putative sugar-binding periplasmic protein
YPO1816	2063507	2064514	2063555	2064514	4	putative sugar kinase
YPO1833	2078257	2078739	2078263	2078739	1	hypothetical protein YPO1833
YPO1845	2089817	2090851	2089859	2090851	9	D-cysteine desulfhydrase
YPO1846	2090942	2091775	2090975	2091775	11	cystine transporter subunit
YPO1848	2092419	2093201	2092440	2093201	2	putative amino-acid ABC transporter ATP-binding protein YecC
YPO1849	2093493	2093852	2093493	2093831	1	hypothetical protein YPO1849
YPO1851	2094664	2098662	2094664	2098635	110	trifunctional transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase
YPO1853	2099186	2100691	2099207	2100691	3	proline permease
YPO1855	2101866	2103032	2101902	2103032	15	hypothetical protein YPO1855
YPO1857	2104433	2105047	2104433	2105032	18	TrpR binding protein WrbA
YPO1858	2105414	2106604	2105426	2106604	1	hypothetical protein YPO1858
YPO1864	2110911	2111171	2110911	2111135	3	hypothetical protein YPO1864
YPO1866	2112396	2114279	2112426	2114279	2	excinuclease ABC subunit C
YPO1874	2119598	2120083	2119598	2120044	1	hypothetical protein YPO1874
YPO1882	2122881	2123177	2122887	2123177	1	hypothetical protein YPO1882
YPO1892	2129378	2130445	2129432	2130445	2	putative oxidoreductase
YPO1906	2140840	2142927	2140840	2142861	5	pesticin/yersiniabactin receptor protein
YPO1907	2142992	2144572	2142992	2144569	4	yersiniabactin siderophore biosynthetic protein
YPO1909	2145373	2146578	2145373	2146473	2	yersiniabactin biosynthetic protein YbtU
YPO1910	2146470	2155976	2146470	2155961	5	yersiniabactin biosynthetic protein
YPO1911	2156049	2162177	2156049	2162156	1	yersiniabactin biosynthetic protein
YPO1916	2168362	2169669	2168365	2169669	1	salicylate synthase Irp9
YPO1925	2182012	2182725	2182012	2182644	5	putative two-component response regulator
YPO1926	2183470	2184879	2183470	2184792	31	putative 4-hydroxybutyrate coenzyme A transferase
YPO1927	2184815	2185468	2184815	2185357	13	putative transcription regulatory protein
YPO1928	2185407	2186276	2185407	2186249	16	putative citrate lyase beta chain
YPO1930	2187297	2187773	2187297	2187770	1	putative lipoprotein
YPO1931	2187795	2188373	2187795	2188355	1	hypothetical protein YPO1931
YPO1936	2193003	2194229	2193069	2194229	6	putative aminotransferase
YPO1939	2198624	2199664	2198642	2199664	7	glutaminase
YPO1940	2199742	2201415	2199775	2201415	3	hypothetical protein YPO1940
YPO1941	2201963	2203915	2201996	2203915	2	hypothetical protein YPO1941
YPO1942	2204101	2204646	2204119	2204646	4	hypothetical protein YPO1942
YPO1944	2206341	2207651	2206359	2207651	2	hypothetical protein YPO1944
YPO1946	2208805	2209521	2208808	2209521	2	ABC transporter, ATP-binding protein
YPO1948	2209984	2210319	2210008	2210319	1	putative cytochrome
YPO1949	2210459	2211379	2210492	2211379	1	tellurite resistance protein TehB
YPO1951	2213340	2215874	2213406	2215874	57	outer membrane protein PgaA
YPO1952	2215875	2217908	2215887	2217908	40	haemin storage system, HmsF protein
YPO1953	2217856	2219232	2217898	2219232	5	N-glycosyltransferase PgaC
YPO1954	2219205	2219696	2219229	2219696	4	haemin storage system, HmsS protein
YPO1955	2219996	2220928	2220029	2220928	1	putative acetyltransferase
YPO1959	2224245	2226059	2224245	2226026	1	nitrate/nitrite sensor protein NarX
YPO1960	2226309	2227757	2226336	2227757	1	putative GntR-family regulatory protein
YPO1962	2228184	2229638	2228394	2229638	2	bifunctional succinylornithine transaminase/acetylornithine transaminase
YPO1963	2229653	2230720	2229668	2230720	1	arginine succinyltransferase
YPO1964	2230675	2232234	2230717	2232234	1	succinylglutamic semialdehyde dehydrogenase
YPO1973	2240953	2241753	2240953	2241720	3	putative GntR-family transcriptional regulatory protein
YPO1991	2263716	2264372	2263734	2264372	3	hypothetical protein YPO1991
YPO1992	2264507	2265178	2264507	2265166	3	hypothetical protein YPO1992
YPO1993	2265271	2265957	2265271	2265951	3	putative dehydrogenase
YPO1994	2266292	2267266	2266292	2267242	6	hypothetical protein YPO1994
YPO1995	2267229	2268188	2267229	2268161	3	hypothetical protein YPO1995
YPO1996	2268167	2269111	2268167	2269072	11	hypothetical protein YPO1996
YPO1997	2269863	2270969	2269863	2270936	10	hypothetical protein YPO1997
YPO2002	2274727	2275818	2274727	2275818	2	hypothetical protein YPO2002
YPO2008	2280365	2280955	2280557	2280955	3	putative rhodanese-like protein
YPO2010	2282141	2283244	2282141	2283232	18	GTP-dependent nucleic acid-binding protein EngD
YPO2011	2283396	2284034	2283396	2283986	7	peptidyl-tRNA hydrolase
YPO2013	2284822	2285811	2284822	2285769	29	ribose-phosphate pyrophosphokinase
YPO2014	2286110	2287036	2286110	2287009	7	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
YPO2015	2287011	2287697	2287011	2287634	9	outer membrane lipoprotein LolB
YPO2016	2287868	2289202	2287940	2289202	2	glutamyl-tRNA reductase
YPO2017	2289220	2290317	2289235	2290317	10	peptide chain release factor 1
YPO2020	2291585	2292418	2291609	2292418	2	putative transcriptional regulator
YPO2021	2292484	2293368	2292514	2293368	16	2-dehydro-3-deoxyphosphooctonate aldolase
YPO2029	2300331	2301470	2300331	2301413	1	hypothetical protein YPO2029
YPO2035	2305052	2305951	2305121	2305951	1	hypothetical protein YPO2035
YPO2036	2305923	2307077	2305965	2307077	1	putative transcriptional regulatory protein
YPO2037	2307568	2308449	2307712	2308449	2	putative hydrolase
YPO2038	2308486	2309046	2308486	2309046	2	hypothetical protein YPO2038
YPO2039	2309500	2310096	2309500	2310063	4	hypothetical protein YPO2039
YPO2041	2311948	2312541	2311957	2312541	6	ribosomal-protein-S5-alanine N-acetyltransferase
YPO2042	2312513	2314159	2312549	2314159	19	putative oxidoreductase
YPO2046	2323093	2324832	2323093	2324823	37	arginyl-tRNA synthetase
YPO2047	2325398	2326021	2325446	2326021	1	hypothetical protein YPO2047
YPO2048	2326190	2327017	2326253	2327017	8	copper homeostasis protein CutC
YPO2049	2327210	2328220	2327210	2328181	8	hypothetical protein YPO2049
YPO2050	2328178	2329029	2328178	2328981	7	hypothetical protein YPO2050
YPO2052	2329747	2330565	2329747	2330562	2	hypothetical protein YPO2052
YPO2053	2331605	2333416	2331620	2333416	46	aspartyl-tRNA synthetase
YPO2055	2333899	2334660	2333917	2334660	8	hypothetical protein YPO2055
YPO2057	2335607	2336287	2335673	2336287	3	Holliday junction DNA helicase RuvA
YPO2058	2336446	2337453	2336449	2337453	4	Holliday junction DNA helicase RuvB
YPO2060	2338290	2339078	2338290	2339048	2	high-affinity zinc transporter ATPase
YPO2061	2339085	2340080	2339124	2340080	32	high-affinity zinc transporter periplasmic component
YPO2062	2340101	2341417	2340101	2341417	2	hypothetical protein YPO2062
YPO2063	2341657	2342646	2341684	2342646	5	lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase
YPO2064	2342991	2344436	2342991	2344433	33	pyruvate kinase
YPO2065	2344763	2345800	2344763	2345632	10	DNA-binding transcriptional regulator HexR
YPO2066	2345847	2347469	2345994	2347469	18	glucose-6-phosphate 1-dehydrogenase
YPO2067	2347705	2348352	2347711	2348352	9	keto-hydroxyglutarate-aldolase/keto-deoxy-phosphogluconate aldolase
YPO2070	2349958	2350323	2349958	2350302	4	hypothetical protein YPO2070
YPO2071	2350382	2352337	2350433	2352337	1	putative DEAD box family helicase
YPO2072	2352271	2353107	2352409	2353107	5	hypothetical protein YPO2072
YPO2073	2353238	2353849	2353262	2353849	6	putative lipoprotein
YPO2074	2354432	2356180	2354492	2356180	17	long-chain-fatty-acid--CoA ligase
YPO2075	2356292	2357461	2356340	2357461	2	ribonuclease D
YPO2076	2357698	2357970	2357698	2357967	4	cell division topological specificity factor MinE
YPO2077	2357971	2358798	2357971	2358783	24	cell division inhibitor MinD
YPO2078	2358808	2359494	2358808	2359494	4	septum formation inhibitor
YPO2080	2360191	2360487	2360215	2360487	2	hypothetical protein YPO2080
YPO2082	2361736	2362440	2361784	2362440	6	hypothetical protein YPO2082
YPO2109	2380502	2381311	2380538	2381311	1	hypothetical protein YPO2109
YPO2110	2381322	2382530	2381325	2382530	1	hypothetical protein YPO2110
YPO2124	2392714	2393361	2392729	2393361	13	hypothetical protein YPO2124
YPO2125	2393440	2393979	2393440	2393979	4	putative phage regulatory protein
YPO2127	2395324	2395893	2395342	2395893	1	putative phage-related membrane protein
YPO2144	2412352	2413098	2412379	2413098	3	fatty acid metabolism regulator
YPO2145	2413316	2414869	2413316	2414851	2	SpoVR family protein
YPO2147	2415265	2416620	2415316	2416620	18	D-amino acid dehydrogenase small subunit
YPO2149	2418103	2418990	2418103	2418972	1	hypothetical protein YPO2149
YPO2150	2419086	2420075	2419170	2420075	2	LysR-family transcriptional regulatory protein
YPO2152	2421336	2422676	2421336	2422610	3	hypothetical protein YPO2152
YPO2153	2422760	2424754	2422760	2424694	30	hypothetical protein YPO2153
YPO2155	2425009	2425887	2425117	2425887	5	hypothetical protein YPO2155
YPO2156	2425960	2426856	2425960	2426835	8	hypothetical protein YPO2156
YPO2157	2427149	2428156	2427149	2428153	77	glyceraldehyde 3-phosphate dehydrogenase A
YPO2158	2428405	2428905	2428492	2428905	3	methionine sulfoxide reductase B
YPO2159	2428865	2429248	2428976	2429248	1	hypothetical protein YPO2159
YPO2161	2430044	2431153	2430044	2431060	3	cytoplasmic asparaginase I
YPO2162	2431177	2433057	2431177	2433027	14	protease 4
YPO2163	2433112	2433741	2433190	2433741	9	hypothetical protein YPO2163
YPO2164	2433954	2435012	2433966	2435012	5	selenophosphate synthetase
YPO2165	2435071	2436999	2435071	2436999	4	DNA topoisomerase III
YPO2167	2437299	2437700	2437299	2437685	3	pyrimidine (deoxy)nucleoside triphosphate pyrophosphohydrolase
YPO2168	2437783	2438607	2437783	2438589	7	exonuclease III
YPO2172	2443255	2443797	2443255	2443719	1	hypothetical protein YPO2172
YPO2173	2445026	2446069	2445053	2446069	1	response regulator of RpoS
YPO2174	2446328	2447722	2446376	2447722	7	putative nucleotide sugar dehydrogenase
YPO2175	2448157	2448570	2448157	2448555	25	global DNA-binding transcriptional dual regulator H-NS
YPO2180	2452605	2455298	2452605	2455280	55	bifunctional acetaldehyde-CoA/alcohol dehydrogenase
YPO2182	2457551	2459206	2457569	2459206	17	periplasmic oligopeptide-binding protein precursor
YPO2185	2461122	2462150	2461149	2462150	6	oligopeptide transporter ATP-binding component
YPO2186	2462129	2463148	2462147	2463148	1	oligopeptide transport ATP-binding protein
YPO2187	2464223	2464609	2464223	2464546	4	dsDNA-mimic protein
YPO2188	2464711	2466198	2464711	2466171	1	cardiolipin synthetase
YPO2191	2467944	2468234	2467971	2468234	1	hypothetical protein YPO2191
YPO2193	2469409	2470173	2469415	2470173	1	transport protein TonB
YPO2201	2475954	2476613	2475978	2476613	6	outer membrane protein W
YPO2202	2476760	2477101	2476760	2477074	5	putative lipoprotein
YPO2203	2477417	2478274	2477417	2478223	4	tryptophan synthase subunit alpha
YPO2204	2478223	2479509	2478223	2479413	10	tryptophan synthase subunit beta
YPO2205	2479570	2481000	2479570	2480997	4	bifunctional indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase
YPO2206	2481001	2482041	2481001	2481999	3	anthranilate phosphoribosyltransferase
YPO2212	2485516	2486145	2485525	2486145	8	hypothetical protein YPO2212
YPO2213	2486456	2487526	2486492	2487526	10	23S rRNA pseudouridylate synthase B
YPO2215	2488256	2489140	2488256	2489017	4	short chain dehydrogenase
YPO2216	2489174	2490235	2489189	2490235	7	putative periplasmic protease
YPO2217	2490354	2490614	2490354	2490605	9	hypothetical protein YPO2217
YPO2218	2491012	2493639	2491024	2493639	24	DNA topoisomerase I
YPO2219	2494024	2495010	2494036	2495010	9	transcriptional regulator CysB
YPO2221	2496534	2499239	2496567	2499239	16	aconitate hydratase
YPO2222	2499403	2500062	2499403	2499993	1	GTP cyclohydrolase II
YPO2224	2501408	2501740	2501429	2501740	1	hypothetical protein YPO2224
YPO2225	2501741	2502916	2501747	2502916	3	tetratricopeptide repeat protein
YPO2227	2503804	2504544	2503807	2504544	12	orotidine 5'-phosphate decarboxylase
YPO2228	2504493	2504870	2504544	2504870	1	translation initiation factor Sui1
YPO2232	2506965	2507774	2507109	2507774	7	fructose-6-phosphate aldolase
YPO2234	2508189	2510330	2508189	2510255	8	putative carbon starvation protein A
YPO2235	2510605	2512569	2510605	2512539	20	exoribonuclease II
YPO2238	2514506	2515534	2514533	2515534	5	hypothetical protein YPO2238
YPO2239	2515717	2516397	2515717	2516358	2	endonuclease III
YPO2243	2519245	2520168	2519275	2520168	1	putative AraC-family transcriptional regulatory protein
YPO2244	2520273	2522147	2520273	2522135	1	electron transport complex protein RnfC
YPO2255	2533821	2534840	2533857	2534840	3	L-arabinose-binding periplasmic protein precursor
YPO2256	2534893	2536509	2534938	2536509	1	L-arabinose transporter ATP-binding protein
YPO2259	2538830	2539906	2538857	2539906	15	putative oxidoreductase
YPO2262	2541982	2543601	2541982	2543526	53	hypothetical protein YPO2262
YPO2263	2543766	2545052	2543766	2544941	14	mannose-6-phosphate isomerase
YPO2264	2545159	2546622	2545225	2546622	15	fumarate hydratase
YPO2268	2550378	2551670	2550453	2551670	3	putative ROK family transcriptional regulatory protein
YPO2269	2551864	2552562	2551894	2552562	2	putative dithiobiotin synthetase
YPO2271	2554373	2554648	2554373	2554636	4	hypothetical protein YPO2271
YPO2272	2554658	2555137	2554658	2555065	6	hypothetical protein YPO2272
YPO2273	2555162	2555608	2555162	2555584	6	hypothetical protein YPO2273
YPO2283	2563325	2564344	2563325	2564341	1	putative LacI-family transcriptional regulatory protein
YPO2288	2567955	2569646	2567955	2569595	10	AMP nucleosidase
YPO2292	2577016	2577819	2577016	2577810	16	putative lipoprotein
YPO2293	2578272	2580065	2578383	2580065	7	acetolactate synthase catalytic subunit
YPO2294	2580052	2580369	2580067	2580369	2	acetolactate synthase 1 regulatory subunit
